Theme,Topic,Country,Year,Indicator,Value
Theme 2:  Tax Base,Population,Madagascar,2011,Number of wage/salary taxpayers (employers):,1527
Theme 2:  Tax Base,Population,Madagascar,2011,Number of wage/salary taxpayers (employees):,/
Theme 2:  Tax Base,Population,Madagascar,2011,Number of trust taxpayers:,/
Theme 2:  Tax Base,Population,Madagascar,2011,Number presumptive taxpayers:,947
Theme 2:  Tax Base,Population,Madagascar,2011,Other taxpayers (Specify):,/
Theme 2:  Tax Base,Population,Madagascar,2011,Total number of actual registered taxpayers,69347
Theme 2:  Tax Base,Population,Madagascar,2011,Number of active corporate income taxpayers:,1307
Theme 2:  Tax Base,Population,Madagascar,2011,Number of active VAT taxpayers:,1280
Theme 2:  Tax Base,Population,Madagascar,2011,Number of active personal income taxpayers:,1335
Theme 2:  Tax Base,Population,Madagascar,2011,Number of active wage taxpayers (employers):,1327
Theme 2:  Tax Base,Population,Madagascar,2011,Number of active wage taxpayers (employees):,/
Theme 2:  Tax Base,Population,Madagascar,2011,Total number of actual active taxpayers,59386
Theme 2:  Tax Base,Population,Madagascar,2011,Number of large corporate income taxpayers,592
Theme 2:  Tax Base,Population,Madagascar,2011,Number of large corporate income taxpayers,484
Theme 2:  Tax Base,Population,Malawi,2011,Taxpayers, 
Theme 2:  Tax Base,Population,Malawi,2011,Number of corporate income taxpayers:,/
Theme 2:  Tax Base,Population,Malawi,2011,Number of VAT taxpayers:,/
Theme 2:  Tax Base,Population,Malawi,2011,Number of personal income taxpayers:,/
Theme 2:  Tax Base,Population,Malawi,2011,Number of wage/salary taxpayers (employers):,/
Theme 2:  Tax Base,Population,Malawi,2011,Number of wage/salary taxpayers (employees):,/
Theme 2:  Tax Base,Population,Malawi,2011,Number of trust taxpayers:,/
Theme 2:  Tax Base,Population,Malawi,2011,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Population,Malawi,2011,Other taxpayers (Specify):,/
Theme 2:  Tax Base,Population,Malawi,2011,Total number of actual registered taxpayers,/
Theme 2:  Tax Base,Population,Malawi,2011,Number of active corporate income taxpayers:,/
Theme 2:  Tax Base,Population,Malawi,2011,Number of active VAT taxpayers:,/
Theme 2:  Tax Base,Population,Malawi,2011,Number of active personal income taxpayers:,/
Theme 2:  Tax Base,Population,Malawi,2011,Number of active wage taxpayers (employers):,/
Theme 2:  Tax Base,Population,Malawi,2011,Number of active wage taxpayers (employees):,/
Theme 2:  Tax Base,Population,Malawi,2011,Total number of actual active taxpayers,/
Theme 2:  Tax Base,Population,Malawi,2011,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Population,Malawi,2011,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Population,Mauritius,2011,Taxpayers, 
Theme 2:  Tax Base,Population,Mauritius,2011,Number of corporate income taxpayers:,60737
Theme 2:  Tax Base,Population,Mauritius,2011,Number of VAT taxpayers:,17917
Theme 2:  Tax Base,Population,Mauritius,2011,Number of personal income taxpayers:,159247
Theme 2:  Tax Base,Population,Mauritius,2011,Number of wage/salary taxpayers (employers):,27807
Theme 2:  Tax Base,Population,Mauritius,2011,Number of wage/salary taxpayers (employees):,103310
Theme 2:  Tax Base,Population,Mauritius,2011,Number of trust taxpayers:,32
Theme 2:  Tax Base,Population,Mauritius,2011,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Population,Mauritius,2011,Other taxpayers (Specify):,/
Theme 2:  Tax Base,Population,Mauritius,2011,Total number of actual registered taxpayers,226892
Theme 2:  Tax Base,Population,Mauritius,2011,Number of active corporate income taxpayers:,46864
Theme 2:  Tax Base,Population,Mauritius,2011,Number of active VAT taxpayers:,17510
Theme 2:  Tax Base,Population,Mauritius,2011,Number of active personal income taxpayers:,96246
Theme 2:  Tax Base,Population,Mauritius,2011,Number of active wage taxpayers (employers):,15928
Theme 2:  Tax Base,Population,Mauritius,2011,Number of active wage taxpayers (employees):,62447
Theme 2:  Tax Base,Population,Mauritius,2011,Total number of actual active taxpayers,162468
Theme 2:  Tax Base,Population,Mauritius,2011,Number of large corporate income taxpayers,3538
Theme 2:  Tax Base,Population,Mauritius,2011,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Population,Morocco,2011,Taxpayers, 
Theme 2:  Tax Base,Population,Morocco,2011,Number of corporate income taxpayers:,/
Theme 2:  Tax Base,Population,Morocco,2011,Number of VAT taxpayers:,/
Theme 2:  Tax Base,Population,Morocco,2011,Number of personal income taxpayers:,/
Theme 2:  Tax Base,Population,Morocco,2011,Number of wage/salary taxpayers (employers):,/
Theme 2:  Tax Base,Population,Morocco,2011,Number of wage/salary taxpayers (employees):,/
Theme 2:  Tax Base,Population,Morocco,2011,Number of trust taxpayers:,/
Theme 2:  Tax Base,Population,Morocco,2011,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Population,Morocco,2011,Other taxpayers (Specify):,/
Theme 2:  Tax Base,Population,Morocco,2011,Total number of actual registered taxpayers,/
Theme 2:  Tax Base,Population,Morocco,2011,Number of active corporate income taxpayers:,/
Theme 2:  Tax Base,Population,Morocco,2011,Number of active VAT taxpayers:,/
Theme 2:  Tax Base,Population,Morocco,2011,Number of active personal income taxpayers:,/
Theme 2:  Tax Base,Population,Morocco,2011,Number of active wage taxpayers (employers):,/
Theme 2:  Tax Base,Population,Morocco,2011,Number of active wage taxpayers (employees):,/
Theme 2:  Tax Base,Population,Morocco,2011,Total number of actual active taxpayers,/
Theme 2:  Tax Base,Population,Morocco,2011,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Population,Morocco,2011,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Population,Mozambique,2011,Taxpayers, 
Theme 2:  Tax Base,Population,Mozambique,2011,Number of corporate income taxpayers:,34386
Theme 2:  Tax Base,Population,Mozambique,2011,Number of VAT taxpayers:,77833
Theme 2:  Tax Base,Population,Mozambique,2011,Number of personal income taxpayers:,1474283
Theme 2:  Tax Base,Population,Mozambique,2011,Number of wage/salary taxpayers (employers):,/
Theme 2:  Tax Base,Population,Mozambique,2011,Number of wage/salary taxpayers (employees):,/
Theme 2:  Tax Base,Population,Mozambique,2011,Number of trust taxpayers:,/
Theme 2:  Tax Base,Population,Mozambique,2011,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Population,Mozambique,2011,Other taxpayers (Specify):,88511
Theme 2:  Tax Base,Population,Mozambique,2011,Total number of actual registered taxpayers,1544347
Theme 2:  Tax Base,Population,Mozambique,2011,Number of active corporate income taxpayers:,/
Theme 2:  Tax Base,Population,Mozambique,2011,Number of active VAT taxpayers:,/
Theme 2:  Tax Base,Population,Mozambique,2011,Number of active personal income taxpayers:,/
Theme 2:  Tax Base,Population,Mozambique,2011,Number of active wage taxpayers (employers):,/
Theme 2:  Tax Base,Population,Mozambique,2011,Number of active wage taxpayers (employees):,/
Theme 2:  Tax Base,Population,Mozambique,2011,Total number of actual active taxpayers,/
Theme 2:  Tax Base,Population,Mozambique,2011,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Population,Mozambique,2011,Number of large corporate income taxpayers,1199
Theme 2:  Tax Base,Population,Namibia,2011,Taxpayers, 
Theme 2:  Tax Base,Population,Namibia,2011,Number of corporate income taxpayers:,60571
Theme 2:  Tax Base,Population,Namibia,2011,Number of VAT taxpayers:,31253
Theme 2:  Tax Base,Population,Namibia,2011,Number of personal income taxpayers:,25694
Theme 2:  Tax Base,Population,Namibia,2011,Number of wage/salary taxpayers (employers):,11885
Theme 2:  Tax Base,Population,Namibia,2011,Number of wage/salary taxpayers (employees):,330096
Theme 2:  Tax Base,Population,Namibia,2011,Number of trust taxpayers:,530
Theme 2:  Tax Base,Population,Namibia,2011,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Population,Namibia,2011,Other taxpayers (Specify):,380
Theme 2:  Tax Base,Population,Namibia,2011,Total number of actual registered taxpayers,459708
Theme 2:  Tax Base,Population,Namibia,2011,Number of active corporate income taxpayers:,60394
Theme 2:  Tax Base,Population,Namibia,2011,Number of active VAT taxpayers:,28840
Theme 2:  Tax Base,Population,Namibia,2011,Number of active personal income taxpayers:,24809
Theme 2:  Tax Base,Population,Namibia,2011,Number of active wage taxpayers (employers):,10549
Theme 2:  Tax Base,Population,Namibia,2011,Number of active wage taxpayers (employees):,323404
Theme 2:  Tax Base,Population,Namibia,2011,Total number of actual active taxpayers,/
Theme 2:  Tax Base,Population,Namibia,2011,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Population,Namibia,2011,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Population,Niger,2011,Taxpayers, 
Theme 2:  Tax Base,Population,Niger,2011,Number of corporate income taxpayers:,/
Theme 2:  Tax Base,Population,Niger,2011,Number of VAT taxpayers:,/
Theme 2:  Tax Base,Population,Niger,2011,Number of personal income taxpayers:,/
Theme 2:  Tax Base,Population,Niger,2011,Number of wage/salary taxpayers (employers):,/
Theme 2:  Tax Base,Population,Niger,2011,Number of wage/salary taxpayers (employees):,/
Theme 2:  Tax Base,Population,Niger,2011,Number of trust taxpayers:,/
Theme 2:  Tax Base,Population,Niger,2011,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Population,Niger,2011,Other taxpayers (Specify):,/
Theme 2:  Tax Base,Population,Niger,2011,Total number of actual registered taxpayers,/
Theme 2:  Tax Base,Population,Niger,2011,Number of active corporate income taxpayers:,/
Theme 2:  Tax Base,Population,Niger,2011,Number of active VAT taxpayers:,/
Theme 2:  Tax Base,Population,Niger,2011,Number of active personal income taxpayers:,/
Theme 2:  Tax Base,Population,Niger,2011,Number of active wage taxpayers (employers):,/
Theme 2:  Tax Base,Population,Niger,2011,Number of active wage taxpayers (employees):,/
Theme 2:  Tax Base,Population,Niger,2011,Total number of actual active taxpayers,/
Theme 2:  Tax Base,Population,Niger,2011,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Population,Niger,2011,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Population,Nigeria,2011,Taxpayers, 
Theme 2:  Tax Base,Population,Nigeria,2011,Number of corporate income taxpayers:,261015
Theme 2:  Tax Base,Population,Nigeria,2011,Number of VAT taxpayers:,378856
Theme 2:  Tax Base,Population,Nigeria,2011,Number of personal income taxpayers:,117841
Theme 2:  Tax Base,Population,Nigeria,2011,Number of wage/salary taxpayers (employers):,/
Theme 2:  Tax Base,Population,Nigeria,2011,Number of wage/salary taxpayers (employees):,152661
Theme 2:  Tax Base,Population,Nigeria,2011,Number of trust taxpayers:,/
Theme 2:  Tax Base,Population,Nigeria,2011,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Population,Nigeria,2011,Other taxpayers (Specify):,/
Theme 2:  Tax Base,Population,Nigeria,2011,Total number of actual registered taxpayers,
Theme 2:  Tax Base,Population,Nigeria,2011,Number of active corporate income taxpayers:,80683
Theme 2:  Tax Base,Population,Nigeria,2011,Number of active VAT taxpayers:,31533
Theme 2:  Tax Base,Population,Nigeria,2011,Number of active personal income taxpayers:,42005
Theme 2:  Tax Base,Population,Nigeria,2011,Number of active wage taxpayers (employers):,7145
Theme 2:  Tax Base,Population,Nigeria,2011,Number of active wage taxpayers (employees):,/
Theme 2:  Tax Base,Population,Nigeria,2011,Total number of actual active taxpayers,
Theme 2:  Tax Base,Population,Nigeria,2011,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Population,Nigeria,2011,Number of large corporate income taxpayers,101545
Theme 2:  Tax Base,Population,Rwanda,2011,Taxpayers, 
Theme 2:  Tax Base,Population,Rwanda,2011,Number of corporate income taxpayers:,
Theme 2:  Tax Base,Population,Rwanda,2011,Number of VAT taxpayers:,
Theme 2:  Tax Base,Population,Rwanda,2011,Number of personal income taxpayers:,
Theme 2:  Tax Base,Population,Rwanda,2011,Number of wage/salary taxpayers (employers):,
Theme 2:  Tax Base,Population,Rwanda,2011,Number of wage/salary taxpayers (employees):,
Theme 2:  Tax Base,Population,Rwanda,2011,Number of trust taxpayers:,
Theme 2:  Tax Base,Population,Rwanda,2011,Number presumptive taxpayers:,
Theme 2:  Tax Base,Population,Rwanda,2011,Other taxpayers (Specify):,
Theme 2:  Tax Base,Population,Rwanda,2011,Total number of actual registered taxpayers,
Theme 2:  Tax Base,Population,Rwanda,2011,Number of active corporate income taxpayers:,
Theme 2:  Tax Base,Population,Rwanda,2011,Number of active VAT taxpayers:,
Theme 2:  Tax Base,Population,Rwanda,2011,Number of active personal income taxpayers:,
Theme 2:  Tax Base,Population,Rwanda,2011,Number of active wage taxpayers (employers):,
Theme 2:  Tax Base,Population,Rwanda,2011,Number of active wage taxpayers (employees):,
Theme 2:  Tax Base,Population,Rwanda,2011,Total number of actual active taxpayers,
Theme 2:  Tax Base,Population,Rwanda,2011,Number of large corporate income taxpayers,
Theme 2:  Tax Base,Population,Rwanda,2011,Number of large corporate income taxpayers,
Theme 2:  Tax Base,Population,Senegal,2011,Taxpayers, 
Theme 2:  Tax Base,Population,Senegal,2011,Number of corporate income taxpayers:,6470
Theme 2:  Tax Base,Population,Senegal,2011,Number of VAT taxpayers:,19541
Theme 2:  Tax Base,Population,Senegal,2011,Number of personal income taxpayers:,13435
Theme 2:  Tax Base,Population,Senegal,2011,Number of wage/salary taxpayers (employers):,8108
Theme 2:  Tax Base,Population,Senegal,2011,Number of wage/salary taxpayers (employees):,/
Theme 2:  Tax Base,Population,Senegal,2011,Number of trust taxpayers:,/
Theme 2:  Tax Base,Population,Senegal,2011,Number presumptive taxpayers:,341736
Theme 2:  Tax Base,Population,Senegal,2011,Other taxpayers (Specify):,5707
Theme 2:  Tax Base,Population,Senegal,2011,Total number of actual registered taxpayers,47794
Theme 2:  Tax Base,Population,Senegal,2011,Number of active corporate income taxpayers:,5022
Theme 2:  Tax Base,Population,Senegal,2011,Number of active VAT taxpayers:,8934
Theme 2:  Tax Base,Population,Senegal,2011,Number of active personal income taxpayers:,13370
Theme 2:  Tax Base,Population,Senegal,2011,Number of active wage taxpayers (employers):,3486
Theme 2:  Tax Base,Population,Senegal,2011,Number of active wage taxpayers (employees):,103215
Theme 2:  Tax Base,Population,Senegal,2011,Total number of actual active taxpayers,22112
Theme 2:  Tax Base,Population,Senegal,2011,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Population,Senegal,2011,Number of large corporate income taxpayers,1096
Theme 2:  Tax Base,Population,Seychelles,2011,Taxpayers, 
Theme 2:  Tax Base,Population,Seychelles,2011,Number of corporate income taxpayers:,3139
Theme 2:  Tax Base,Population,Seychelles,2011,Number of VAT taxpayers:,/
Theme 2:  Tax Base,Population,Seychelles,2011,Number of personal income taxpayers:,9867
Theme 2:  Tax Base,Population,Seychelles,2011,Number of wage/salary taxpayers (employers):,4850
Theme 2:  Tax Base,Population,Seychelles,2011,Number of wage/salary taxpayers (employees):,49891
Theme 2:  Tax Base,Population,Seychelles,2011,Number of trust taxpayers:,65
Theme 2:  Tax Base,Population,Seychelles,2011,Number presumptive taxpayers:,/
Theme 2:  Tax Base,Population,Seychelles,2011,Other taxpayers (Specify):,2400
Theme 2:  Tax Base,Population,Seychelles,2011,Total number of actual registered taxpayers,15406
Theme 2:  Tax Base,Population,Seychelles,2011,Number of active corporate income taxpayers:,2175
Theme 2:  Tax Base,Population,Seychelles,2011,Number of active VAT taxpayers:,/
Theme 2:  Tax Base,Population,Seychelles,2011,Number of active personal income taxpayers:,4970
Theme 2:  Tax Base,Population,Seychelles,2011,Number of active wage taxpayers (employers):,4150
Theme 2:  Tax Base,Population,Seychelles,2011,Number of active wage taxpayers (employees):,/
Theme 2:  Tax Base,Population,Seychelles,2011,Total number of actual active taxpayers,8185
Theme 2:  Tax Base,Population,Seychelles,2011,Number of large corporate income taxpayers,84
Theme 2:  Tax Base,Population,Seychelles,2011,Number of large corporate income taxpayers,/
Theme 2:  Tax Base,Population,Sudan,2011,Taxpayers, 
Theme 2:  Tax Base,Population,Sudan,2011,Number of corporate income taxpayers:,/
Theme 2:  Tax Base,Population,Sudan,2011,Number of VAT taxpayers:,/
Theme 2:  Tax Base,Population,Sudan,2011,Number of personal income taxpayers:,/
